month,day,temp,RH,wind,rain,class
6,3,9.8,86.0,5.0,1.0,0
2,2,5.0,69.0,2.0,0.0,0
7,2,17.7,71.0,1.0,0.0,0
9,1,21.9,44.0,3.0,0.0,0
4,2,12.7,64.0,3.0,0.0,0
9,4,19.8,56.0,1.0,0.0,0
3,3,13.1,40.0,2.0,0.0,0
9,5,12.9,79.0,4.0,0.0,0
2,5,5.8,82.0,0.0,0.0,0
8,2,21.5,44.0,2.0,0.0,0
6,5,17.6,80.0,4.0,6.0,0
9,5,12.4,71.0,0.0,0.0,0
3,2,3.7,63.0,1.0,0.0,0
3,3,18.1,43.0,4.0,0.0,0
11,7,8.6,99.0,0.0,0.0,0
6,2,19.3,52.0,2.0,0.0,0
9,2,14.7,44.0,0.0,0.0,0
6,4,29.2,34.0,3.0,0.0,0
2,5,1.2,88.0,1.0,0.0,0
10,3,14.7,88.0,0.0,0.0,0
5,2,26.4,41.0,1.0,0.0,0
5,4,13.9,63.0,1.0,0.0,0
4,4,21.0,47.0,1.0,0.0,0
10,7,17.9,57.0,1.0,0.0,0
9,7,23.6,40.0,5.0,0.0,0
8,6,32.1,19.0,2.0,0.0,0
4,6,14.9,36.0,4.0,0.0,0
4,6,7.8,85.0,3.0,0.0,0
11,2,-0.4,78.0,0.0,0.0,0
11,6,11.7,91.0,2.0,0.0,0
4,7,18.8,52.0,5.0,0.0,0
2,6,2.5,75.0,1.0,0.0,0
5,3,29.7,27.0,1.0,0.0,0
5,1,12.5,68.0,2.0,0.0,0
7,7,15.0,86.0,2.0,0.2,0
1,6,8.7,72.0,3.0,0.0,0
1,6,6.4,64.0,3.0,0.0,0
7,2,25.8,38.0,1.0,0.0,0
1,1,5.2,79.0,3.0,0.1,0
1,1,6.6,63.0,0.0,0.0,0
11,7,3.8,77.0,3.0,0.0,0
4,7,5.9,86.0,2.0,0.0,0
10,4,14.7,63.0,2.0,0.0,0
7,3,19.4,67.0,2.0,0.0,0
11,3,4.0,95.0,0.0,0.0,0
9,4,19.3,54.0,1.0,0.0,0
3,5,14.2,41.0,1.0,0.0,0
6,4,14.4,73.0,1.0,0.0,0
3,5,5.2,72.0,6.0,3.0,0
7,2,29.2,33.0,4.0,0.0,0
5,6,10.3,98.0,0.0,0.0,0
3,4,-2.5,85.0,1.0,0.0,0
12,6,11.4,83.0,2.0,0.1,0
5,4,9.5,95.0,3.0,2.0,0
4,4,5.6,87.0,2.0,0.0,0
9,2,27.0,40.0,2.0,0.0,0
5,2,4.7,87.0,0.0,0.0,0
4,5,7.8,97.0,0.0,0.0,0
11,4,8.9,76.0,3.0,0.0,0
2,1,-0.9,79.0,0.0,0.2,0
5,6,10.9,74.0,5.0,0.0,0
12,5,8.0,92.0,0.0,0.0,0
5,3,18.0,34.0,2.0,0.0,0
7,6,29.5,40.0,3.0,0.0,0
5,5,13.5,80.0,5.0,5.0,0
11,6,7.2,69.0,4.0,4.0,0
1,2,1.3,99.0,0.0,0.0,0
6,2,15.2,75.0,3.0,0.0,0
11,1,7.2,85.0,2.0,4.0,0
6,6,25.0,26.0,2.0,0.0,0
4,3,24.2,42.0,2.0,0.0,0
8,3,12.1,75.0,2.0,0.0,0
8,7,34.3,24.0,3.0,0.0,0
3,3,11.3,36.0,1.0,0.0,0
9,7,13.6,60.0,5.0,0.0,0
8,1,29.7,27.0,2.0,0.0,0
1,6,11.3,99.0,0.0,0.8,0
3,3,7.4,71.0,6.0,0.0,0
10,6,18.5,59.0,4.0,0.0,0
9,2,19.9,56.0,3.0,0.0,0
12,3,3.3,99.0,0.0,0.0,0
7,5,26.4,39.0,2.0,0.0,0
3,6,13.1,65.0,3.0,0.0,0
12,6,8.7,98.0,1.0,0.0,0
8,2,33.1,21.0,3.0,0.0,0
5,5,11.3,82.0,0.0,0.0,0
7,1,25.7,48.0,3.0,0.0,0
9,2,21.0,59.0,2.0,0.0,0
7,5,27.2,33.0,2.0,0.0,0
2,1,2.9,95.0,1.0,0.0,0
4,7,11.5,69.0,0.0,0.0,0
10,6,23.5,34.0,1.0,0.0,0
5,1,3.5,85.0,1.0,0.0,0
7,2,23.2,57.0,2.0,0.0,0
12,6,4.2,96.0,1.0,0.0,0
12,5,5.8,76.0,1.0,0.0,0
7,5,25.8,40.0,5.0,0.0,0
12,4,2.3,99.0,0.0,0.0,0
4,7,12.0,60.0,4.0,0.0,0
1,4,10.6,82.0,4.0,0.0,0
11,1,11.0,68.0,1.0,0.0,0
1,4,7.0,97.0,4.0,0.0,0
12,7,3.9,99.0,0.0,0.0,0
6,5,27.3,24.0,4.0,0.0,0
5,6,15.9,88.0,0.0,0.0,0
4,2,26.7,29.0,2.0,0.0,0
6,2,30.1,32.0,2.0,0.0,0
10,4,11.3,86.0,2.0,0.0,0
7,4,26.5,43.0,3.0,0.0,0
10,2,5.8,97.0,2.0,0.1,0
9,2,24.9,47.0,1.0,0.0,0
11,3,5.1,93.0,2.0,5.0,0
4,4,6.4,92.0,4.0,1.0,0
6,7,27.7,35.0,1.0,0.0,0
1,7,-2.2,96.0,0.0,0.0,0
7,6,19.0,40.0,3.0,0.0,0
10,1,12.0,58.0,2.0,0.0,0
1,7,7.1,99.0,0.0,6.0,0
9,3,10.5,83.0,4.0,2.0,0
12,7,8.9,88.0,5.0,0.0,0
10,1,14.6,54.0,1.0,0.0,0
3,1,3.3,72.0,8.0,2.0,0
8,4,18.4,67.0,2.0,0.0,0
10,5,22.0,43.0,2.0,0.0,0
3,5,0.4,97.0,2.0,2.0,0
8,4,26.5,48.0,5.0,0.0,0
12,7,7.4,93.0,2.0,0.0,0
9,1,31.3,26.0,4.0,0.0,0
2,1,3.2,72.0,6.0,0.0,0
4,5,8.0,76.0,0.0,0.0,0
9,3,27.5,25.0,2.0,0.0,0
6,7,14.7,69.0,1.0,0.0,0
1,5,3.5,70.0,0.0,0.0,0
7,1,19.8,55.0,2.0,0.0,0
5,4,9.2,98.0,3.0,0.2,0
3,6,7.3,67.0,3.0,0.0,0
12,7,14.1,30.0,1.0,0.0,0
2,2,3.2,97.0,0.0,0.7,0
9,2,11.0,78.0,0.0,0.0,0
12,7,7.0,87.0,5.0,0.4,0
7,3,15.9,73.0,0.0,0.0,0
3,3,4.7,79.0,3.0,0.0,0
12,5,8.6,84.0,1.0,0.0,0
11,1,4.0,86.0,1.0,0.0,0
5,5,11.1,94.0,1.0,0.0,0
7,3,23.6,36.0,4.0,0.0,0
10,7,15.4,76.0,3.0,0.0,0
10,2,13.7,49.0,2.0,0.0,0
4,7,9.5,90.0,1.0,0.0,0
11,5,0.3,94.0,2.0,0.0,0
9,5,21.5,38.0,2.0,0.0,0
11,7,12.2,34.0,0.0,0.0,0
7,7,20.4,40.0,1.0,0.0,0
9,7,15.7,52.0,1.0,0.0,0
4,6,15.8,49.0,2.0,0.0,0
11,5,9.9,88.0,1.0,0.0,0
3,6,21.8,28.0,2.0,0.0,0
10,3,14.4,45.0,0.0,0.0,0
8,1,28.1,28.0,2.0,0.0,0
6,7,25.0,39.0,2.0,0.0,0
5,2,6.7,92.0,1.0,0.0,0
12,1,3.1,96.0,0.0,0.0,0
11,5,10.5,99.0,1.0,1.0,0
10,1,3.3,93.0,0.0,0.0,0
11,7,10.8,97.0,3.0,4.0,0
8,3,24.2,47.0,2.0,0.0,0
4,5,23.6,17.0,3.0,0.0,0
5,3,11.0,78.0,4.0,0.0,0
1,3,4.4,83.0,4.0,0.0,0
10,2,16.1,46.0,4.0,0.0,0
6,7,25.9,40.0,4.0,0.0,0
8,1,31.4,29.0,1.0,0.0,0
12,4,0.0,90.0,1.0,0.0,0
4,3,6.5,56.0,2.0,0.0,0
3,6,10.8,87.0,4.0,0.0,0
3,7,7.7,52.0,6.0,0.5,0
4,1,7.8,83.0,3.0,0.0,0
8,3,20.6,51.0,0.0,0.0,0
10,6,13.3,57.0,1.0,0.0,0
1,6,7.9,71.0,3.0,0.0,0
3,4,4.2,69.0,5.0,0.0,0
3,1,8.9,64.0,8.0,2.0,0
11,4,5.8,95.0,0.0,0.0,0
9,4,18.5,50.0,1.0,0.0,0
1,5,11.8,89.0,6.0,0.3,0
1,1,7.4,73.0,3.0,0.0,0
6,5,15.2,78.0,0.0,0.0,0
7,5,19.9,48.0,3.0,0.0,0
2,3,9.7,74.0,1.0,0.0,0
1,4,7.0,94.0,1.0,0.0,0
8,5,23.4,61.0,5.0,0.0,0
8,7,19.1,55.0,0.0,0.0,0
6,4,22.6,44.0,4.0,0.0,0
7,5,26.8,41.0,4.0,0.0,0
11,5,7.8,83.0,5.0,0.0,0
1,1,11.7,45.0,3.0,0.0,0
9,4,11.8,75.0,0.0,0.0,0
3,3,6.2,73.0,3.0,0.0,0
4,5,18.7,53.0,3.0,0.0,0
11,6,13.9,49.0,3.0,0.0,0
5,7,3.6,72.0,1.0,0.0,0
11,7,14.1,44.0,3.0,0.0,0
12,4,10.5,91.0,3.0,0.0,0
2,7,5.4,76.0,4.0,0.0,0
1,7,12.5,43.0,1.0,0.0,0
4,5,11.5,74.0,3.0,0.0,0
3,4,7.6,86.0,0.0,0.0,0
4,5,15.9,52.0,2.0,0.0,0
12,1,10.9,97.0,0.0,0.0,0
8,6,31.3,34.0,5.0,0.0,0
9,6,25.4,43.0,1.0,0.0,0
1,4,6.7,97.0,2.0,0.4,0
4,5,12.0,85.0,1.0,0.0,0
1,4,12.8,57.0,2.0,0.0,0
12,4,2.0,99.0,0.0,0.1,0
5,6,11.1,99.0,3.0,0.9,0
2,1,2.6,87.0,0.0,0.0,0
1,6,7.3,84.0,2.0,0.0,0
9,3,19.6,37.0,2.0,0.0,0
11,2,8.3,84.0,2.0,0.3,0
3,4,6.9,97.0,0.0,0.2,0
8,3,31.9,22.0,2.0,0.0,0
8,2,19.6,47.0,1.0,0.0,0
1,5,9.4,90.0,2.0,0.0,0
2,2,7.4,95.0,0.0,0.0,0
4,6,6.5,73.0,3.0,0.0,0
6,4,15.8,57.0,5.0,0.0,0
6,5,12.8,68.0,7.0,0.0,0
4,5,13.7,43.0,3.0,0.0,0
7,5,22.3,57.0,1.0,0.0,0
2,1,8.5,78.0,3.0,0.0,0
12,2,9.9,63.0,2.0,0.0,0
7,6,25.8,41.0,3.0,0.0,0
6,1,16.9,79.0,3.0,0.0,0
4,7,5.0,93.0,1.0,0.0,0
6,1,22.9,75.0,1.0,0.0,0
10,4,19.4,46.0,2.0,0.0,0
12,7,8.8,84.0,2.0,0.0,0
12,4,10.0,83.0,3.0,0.0,0
12,2,12.8,71.0,0.0,0.0,0
6,4,10.5,78.0,3.0,0.0,0
8,1,18.6,56.0,5.0,0.0,0
6,5,24.4,33.0,4.0,0.0,0
9,7,17.6,67.0,0.0,0.0,0
11,4,8.4,79.0,3.0,0.3,0
6,3,9.7,85.0,4.0,0.0,0
3,2,10.0,55.0,3.0,0.0,0
6,3,32.7,29.0,2.0,0.0,0
7,5,19.7,68.0,2.0,0.0,0
5,7,19.2,50.0,1.0,0.0,0
3,1,10.2,68.0,4.0,0.0,0
3,1,10.9,88.0,3.0,0.0,0
5,4,6.7,95.0,1.0,0.0,0
2,6,3.5,77.0,6.0,0.0,0
8,1,17.8,46.0,2.0,0.0,0
11,6,3.1,79.0,0.0,0.0,0
9,7,20.7,41.0,1.0,0.0,0
2,5,6.5,65.0,6.0,0.0,0
4,4,17.6,56.0,3.0,0.0,0
7,5,16.6,79.0,0.0,0.0,0
3,6,5.4,90.0,1.0,2.0,0
7,1,27.7,31.0,5.0,0.0,0
10,2,13.8,54.0,1.0,0.0,0
2,5,11.9,89.0,8.0,0.2,0
6,5,20.5,66.0,3.0,0.0,0
6,3,20.4,50.0,4.0,0.0,0
1,7,4.6,62.0,3.0,0.0,0
4,4,8.8,83.0,3.0,15.0,0
5,2,22.2,53.0,1.0,0.0,0
11,3,10.4,78.0,0.0,0.0,0
8,5,26.5,26.0,3.0,0.0,0
3,7,2.7,98.0,0.0,0.0,0
9,3,27.0,26.0,2.0,0.0,0
4,7,13.1,60.0,1.0,0.0,0
4,2,13.7,63.0,3.0,0.0,0
8,1,27.1,43.0,0.0,0.0,0
5,3,12.8,79.0,2.0,0.0,0
10,4,12.9,78.0,2.0,0.0,0
10,5,15.0,75.0,0.0,0.0,0
7,1,24.4,52.0,3.0,0.0,0
9,1,14.0,73.0,2.0,0.0,0
11,4,9.6,94.0,0.0,2.0,0
8,1,15.1,68.0,4.0,0.0,0
11,4,11.4,97.0,0.0,0.0,0
9,6,20.8,63.0,1.0,0.0,0
1,2,3.1,83.0,1.0,0.0,0
1,4,7.6,90.0,1.0,0.2,0
12,5,7.3,85.0,2.0,0.0,0
12,5,0.4,90.0,0.0,0.0,0
6,1,11.9,79.0,2.0,0.0,0
7,6,17.7,72.0,0.0,0.0,0
10,2,19.0,48.0,2.0,0.0,0
4,4,9.1,81.0,1.0,0.0,0
3,2,7.6,74.0,3.0,0.0,0
10,1,2.5,80.0,5.0,0.0,0
10,4,10.5,97.0,0.0,2.0,0
5,7,15.0,64.0,1.0,0.0,0
3,7,8.8,71.0,1.0,0.0,0
9,1,18.8,56.0,1.0,0.0,0
4,5,12.6,65.0,4.0,0.0,0
10,6,9.8,89.0,0.0,0.0,0
7,3,21.2,74.0,3.0,0.0,0
11,4,17.5,61.0,2.0,0.0,0
6,6,11.3,84.0,1.0,0.0,0
8,2,24.8,23.0,4.0,0.0,0
4,7,6.0,89.0,4.0,0.1,0
4,3,13.7,79.0,1.0,0.0,0
2,4,1.8,95.0,1.0,0.8,0
7,2,16.9,72.0,1.0,0.0,0
1,7,6.4,94.0,1.0,3.0,0
7,3,20.8,74.0,3.0,0.0,0
1,3,11.3,81.0,1.0,0.0,0
11,3,0.0,92.0,2.0,0.0,0
12,6,10.1,72.0,1.0,0.0,0
8,3,21.5,55.0,1.0,0.0,0
9,3,14.3,58.0,4.0,0.0,0
4,5,13.5,37.0,1.0,0.0,0
6,3,11.3,81.0,3.0,0.0,0
4,5,12.1,48.0,6.0,0.0,0
7,2,32.9,18.0,5.0,0.0,0
7,7,32.4,28.0,4.0,0.0,0
9,2,29.1,22.0,5.0,0.0,0
7,3,15.3,84.0,2.0,0.0,0
7,1,25.5,51.0,4.0,0.0,0
9,3,14.2,78.0,1.0,0.0,0
4,2,5.1,89.0,4.0,2.0,0
12,4,11.1,85.0,4.0,0.8,0
9,3,18.7,65.0,2.0,0.0,0
12,7,3.9,65.0,0.0,0.0,0
1,2,-1.5,94.0,0.0,0.0,0
4,4,9.1,85.0,0.0,0.0,0
11,5,4.6,94.0,1.0,0.1,0
12,6,7.4,91.0,1.0,0.0,0
9,4,13.5,73.0,2.0,0.0,0
12,2,7.1,80.0,0.0,0.0,0
6,7,25.4,28.0,2.0,0.0,0
4,1,11.8,60.0,4.0,0.0,0
2,5,2.0,97.0,1.0,0.2,0
8,7,22.1,62.0,2.0,4.0,0
7,2,21.2,55.0,2.0,0.0,0
12,6,3.6,78.0,2.0,0.0,0
11,4,8.4,93.0,2.0,0.0,0
2,4,7.0,88.0,3.0,0.2,0
7,6,31.8,27.0,3.0,0.0,0
11,1,9.9,85.0,1.0,0.0,0
6,4,13.4,77.0,0.0,0.0,0
3,2,13.8,53.0,2.0,0.0,0
11,1,-2.7,88.0,1.0,0.0,0
1,2,2.9,91.0,0.0,0.0,0
4,7,14.7,54.0,1.0,0.0,0
9,4,25.1,30.0,2.0,0.0,0
10,3,10.0,97.0,1.0,0.5,0
5,1,13.0,52.0,2.0,0.0,0
2,3,14.2,68.0,11.0,0.1,0
12,6,7.0,81.0,1.0,0.0,0
2,7,7.3,74.0,10.0,2.0,0
2,1,0.2,75.0,1.0,0.0,0
7,1,18.6,61.0,1.0,0.0,0
6,4,30.1,36.0,2.0,0.0,0
8,7,29.6,30.0,2.0,0.0,0
12,3,7.2,99.0,2.0,0.0,0
12,2,14.2,66.0,1.0,0.0,0
8,5,12.3,65.0,0.0,0.0,0
4,6,19.4,29.0,1.0,0.0,0
4,7,7.5,92.0,1.0,0.3,0
1,2,10.4,99.0,2.0,0.1,0
3,4,12.9,34.0,2.0,0.0,0
6,2,15.8,85.0,3.0,0.4,0
9,4,17.7,62.0,1.0,0.0,0
2,5,-2.1,96.0,1.0,0.0,0
4,2,5.7,78.0,1.0,0.0,0
7,7,14.0,96.0,1.0,0.0,0
11,2,-2.1,97.0,0.0,0.0,0
10,7,10.0,55.0,1.0,0.0,0
8,3,13.7,62.0,3.0,0.0,0
11,2,2.7,86.0,0.0,0.0,0
5,1,13.7,37.0,1.0,0.0,0
8,2,18.7,57.0,1.0,0.0,0
12,7,10.1,57.0,4.0,0.0,0
2,7,10.1,49.0,5.0,0.0,0
2,4,10.2,91.0,6.0,0.1,0
11,2,8.1,64.0,3.0,0.0,0
6,4,28.7,29.0,3.0,0.0,0
5,4,11.9,78.0,2.0,0.0,0
2,1,-0.8,67.0,0.0,0.0,0
9,7,17.1,77.0,1.0,0.0,0
4,1,8.2,73.0,1.0,0.0,0
8,6,31.5,28.0,5.0,0.0,0
10,3,15.5,75.0,1.0,0.0,0
9,7,6.0,72.0,0.0,0.0,0
10,6,9.2,65.0,0.0,0.0,0
3,6,12.5,62.0,6.0,0.0,0
6,7,12.9,68.0,5.0,0.0,0
5,1,5.8,63.0,1.0,0.0,0
8,7,16.6,71.0,1.0,0.0,0
5,3,12.7,78.0,4.0,0.0,0
10,4,21.3,21.0,1.0,0.0,0
4,4,8.7,97.0,2.0,8.0,0
12,7,10.9,86.0,2.0,0.0,0
2,6,17.0,42.0,3.0,0.0,0
11,6,10.9,84.0,1.0,0.0,0
12,6,10.3,74.0,1.0,0.0,0
10,3,11.3,82.0,0.0,0.0,0
7,6,22.0,54.0,2.0,0.0,0
9,6,22.9,38.0,2.0,0.0,0
2,7,4.9,49.0,3.0,0.0,0
5,7,11.7,60.0,4.0,0.0,0
3,4,3.5,88.0,5.0,1.0,0
6,1,23.5,56.0,3.0,0.0,0
5,2,9.0,85.0,0.0,0.0,0
3,7,6.0,71.0,4.0,0.0,0
12,1,4.4,98.0,0.0,0.0,0
4,1,5.6,90.0,0.0,0.0,0
6,4,14.1,85.0,1.0,0.4,0
8,5,24.3,41.0,4.0,0.0,0
11,3,-0.4,75.0,2.0,0.0,0
2,5,8.6,61.0,2.0,0.0,0
12,3,5.4,92.0,0.0,0.0,0
4,5,7.7,99.0,0.0,2.0,0
3,3,-0.5,72.0,2.0,0.0,0
12,5,9.2,66.0,1.0,0.0,0
2,2,7.1,85.0,6.0,0.0,0
5,4,11.5,56.0,0.0,0.0,0
11,4,12.1,96.0,1.0,2.0,0
6,5,9.4,95.0,1.0,0.0,0
4,7,7.0,78.0,4.0,2.0,0
7,5,26.0,28.0,4.0,0.0,0
6,5,18.5,82.0,0.0,0.0,0
7,7,19.3,52.0,1.0,0.0,0
6,1,26.8,43.0,3.0,0.0,0
10,7,2.3,93.0,0.0,0.0,0
4,1,4.6,96.0,0.0,0.5,0
8,2,21.1,44.0,3.0,0.0,0
12,7,10.0,58.0,4.0,0.0,0
6,1,20.0,61.0,4.0,0.0,0
2,2,9.4,53.0,2.0,0.0,0
10,5,11.1,79.0,3.0,0.0,0
1,2,3.4,83.0,3.0,0.0,0
5,5,16.7,57.0,6.0,0.0,0
10,5,22.3,24.0,0.0,0.0,0
2,4,7.5,58.0,7.0,0.0,0
2,2,7.1,62.0,1.0,0.0,0
1,1,6.5,95.0,4.0,0.0,0
4,5,10.9,40.0,3.0,0.0,0
10,1,18.7,41.0,1.0,0.0,0
4,4,8.2,48.0,4.0,0.0,0
5,6,18.2,58.0,1.0,0.0,0
10,2,15.1,84.0,1.0,0.0,0
1,2,13.6,40.0,1.0,0.0,0
8,7,32.5,15.0,1.0,0.0,0
9,2,13.9,81.0,3.0,0.0,0
1,3,4.8,98.0,0.0,0.0,0
12,2,11.1,67.0,1.0,0.0,0
1,5,3.6,85.0,0.0,0.0,0
5,1,9.0,93.0,2.0,0.0,0
2,2,7.7,60.0,2.0,0.0,0
8,4,17.1,67.0,2.0,0.0,0
3,6,4.5,95.0,3.0,16.0,0
12,1,10.1,88.0,1.0,0.0,0
4,5,4.8,98.0,0.0,0.1,0
5,3,15.8,75.0,2.0,0.0,0
12,1,4.4,97.0,1.0,0.0,0
12,4,-0.1,99.0,0.0,0.0,0
9,4,17.5,67.0,0.0,0.0,0
4,1,13.2,53.0,4.0,0.0,0
1,3,4.0,89.0,1.0,0.0,0
11,6,13.5,64.0,0.0,0.0,0
4,3,12.5,67.0,3.0,0.2,0
3,2,14.4,49.0,4.0,0.0,0
8,6,26.2,29.0,3.0,0.0,0
4,2,18.9,21.0,2.0,0.0,0
8,3,11.1,66.0,1.0,0.0,0
9,3,17.2,81.0,2.0,0.0,0
7,3,25.8,36.0,1.0,0.0,0
8,3,19.0,61.0,2.0,0.0,0
9,2,15.0,69.0,6.0,0.7,0
8,1,25.7,36.0,1.0,0.0,0
2,4,9.1,97.0,3.0,1.0,0
8,1,31.8,21.0,3.0,0.0,0
11,4,9.6,93.0,0.0,0.0,0
6,3,16.2,66.0,3.0,0.0,0
2,3,12.9,59.0,1.0,0.0,0
12,1,4.3,54.0,0.0,0.0,0
9,6,15.3,56.0,1.0,0.0,0
9,5,13.8,73.0,1.0,0.0,0
11,7,9.6,82.0,3.0,0.0,0
7,2,19.5,45.0,1.0,0.0,0
8,1,30.2,27.0,2.0,0.0,0
3,1,9.4,51.0,4.0,0.0,0
10,5,18.1,40.0,1.0,0.0,0
1,1,4.9,79.0,2.0,0.3,0
7,4,15.2,82.0,0.0,0.0,0
1,1,5.6,95.0,3.0,3.0,0
12,1,0.2,99.0,1.0,0.0,0
3,2,13.9,42.0,4.0,0.0,0
4,1,10.3,88.0,2.0,0.0,0
3,6,3.8,73.0,2.0,0.0,0
12,1,1.6,97.0,0.0,0.0,0
4,4,15.7,44.0,4.0,0.0,0
12,2,7.3,93.0,0.0,0.0,0
12,2,-0.1,99.0,0.0,0.0,0
6,4,22.7,61.0,2.0,0.0,0
2,2,7.7,83.0,9.0,0.2,0
6,5,23.8,31.0,4.0,0.0,0
8,1,19.2,65.0,3.0,0.0,0
9,5,14.9,72.0,3.0,0.0,0
4,3,5.8,91.0,5.0,6.0,0
12,1,4.0,97.0,0.0,0.0,0
6,4,30.1,38.0,1.0,0.0,0
12,4,5.2,77.0,4.0,0.0,0
12,3,10.0,83.0,1.0,0.0,0
5,1,3.0,86.0,1.0,0.1,0
4,2,16.9,52.0,4.0,0.0,0
4,5,2.5,63.0,2.0,0.0,0
9,1,9.5,87.0,1.0,0.0,0
8,1,25.6,41.0,2.0,0.0,0
11,6,10.8,83.0,2.0,0.0,0
10,7,7.6,48.0,8.0,0.0,0
5,7,19.0,57.0,4.0,0.0,0
3,3,4.5,97.0,0.0,0.0,0
1,6,8.2,53.0,3.0,0.0,0
2,7,6.6,61.0,9.0,0.0,0
5,3,20.0,42.0,7.0,0.0,0
7,7,30.9,28.0,4.0,0.0,0
2,7,4.6,86.0,3.0,0.0,0
6,3,13.7,80.0,1.0,0.0,0
4,6,11.3,53.0,5.0,0.0,0
5,7,9.9,89.0,3.0,0.9,0
7,5,17.6,75.0,1.0,0.0,0
8,7,30.2,17.0,5.0,0.0,0
6,5,15.2,83.0,1.0,0.0,0
8,1,30.2,22.0,3.0,0.0,0
8,5,23.8,58.0,3.0,0.0,0
6,2,14.3,65.0,3.0,0.0,0
12,3,6.3,91.0,1.0,0.0,0
10,1,16.1,51.0,0.0,0.0,0
3,2,15.4,48.0,4.0,0.0,0
8,1,15.0,60.0,1.0,0.0,0
10,2,10.6,89.0,2.0,0.0,0
8,6,14.1,65.0,0.0,0.0,0
7,2,31.4,18.0,5.0,0.0,0
12,2,7.1,91.0,0.0,0.0,0
7,3,27.9,46.0,2.0,0.0,0
9,6,22.2,39.0,2.0,0.0,0
6,2,13.2,81.0,3.0,0.5,0
3,2,8.2,84.0,0.0,0.0,0
1,1,4.4,85.0,0.0,0.0,0
5,7,19.3,56.0,2.0,0.0,0
2,1,-1.7,86.0,1.0,0.0,0
6,7,16.8,62.0,2.0,0.0,0
3,4,13.2,48.0,6.0,0.0,0
8,3,34.6,19.0,3.0,0.0,0
9,2,23.6,43.0,2.0,0.0,0
12,6,9.3,99.0,2.0,0.1,0
3,6,7.1,81.0,1.0,4.0,0
3,7,9.5,55.0,8.0,0.0,0
4,1,19.8,39.0,2.0,0.0,0
5,5,12.6,93.0,5.0,0.4,0
3,5,2.3,82.0,5.0,0.0,0
1,2,-2.3,92.0,2.0,0.0,0
1,6,4.9,86.0,4.0,1.0,0
6,2,33.0,29.0,2.0,0.0,0
2,6,-2.0,86.0,0.0,0.0,0
11,7,3.0,76.0,0.0,0.0,0
6,6,22.8,38.0,3.0,0.0,0
10,5,24.7,24.0,2.0,0.0,0
1,5,12.9,77.0,6.0,0.0,0
11,3,13.2,44.0,5.0,0.0,0
10,1,15.2,65.0,0.0,0.0,0
9,5,29.3,11.0,4.0,0.0,0
3,7,5.5,70.0,6.0,0.0,0
6,7,30.6,25.0,3.0,0.0,0
9,7,24.0,26.0,1.0,0.0,0
1,6,-3.1,92.0,1.0,0.0,0
4,7,15.9,46.0,7.0,0.0,0
4,7,10.7,67.0,5.0,0.0,0
9,7,16.7,43.0,1.0,0.0,0
7,7,15.0,77.0,2.0,0.0,0
8,1,16.2,76.0,2.0,0.0,0
9,3,16.0,77.0,0.0,0.0,0
8,7,27.8,18.0,3.0,0.0,0
2,3,6.3,96.0,0.0,0.0,0
12,2,2.1,99.0,0.0,0.2,0
2,6,3.8,77.0,0.0,0.0,0
12,3,4.7,88.0,0.0,0.0,0
6,1,15.3,76.0,1.0,0.0,0
12,3,5.0,81.0,6.0,16.0,0
10,2,6.2,91.0,1.0,0.3,0
12,4,3.8,99.0,1.0,3.0,0
12,4,7.2,98.0,1.0,3.0,0
12,7,-1.3,98.0,0.0,0.0,0
7,5,30.1,30.0,2.0,0.0,0
12,5,9.9,93.0,0.0,0.0,0
6,4,25.3,39.0,4.0,0.0,0
5,1,16.0,62.0,3.0,0.0,0
5,6,9.0,66.0,1.0,0.0,0
9,6,24.0,43.0,1.0,0.0,0
4,3,8.8,60.0,1.0,0.0,0
4,6,13.4,42.0,1.0,0.0,0
5,1,14.2,58.0,0.0,0.0,0
11,4,11.3,73.0,5.0,0.0,0
10,6,20.7,40.0,5.0,0.0,0
7,2,30.3,31.0,3.0,0.0,0
5,2,21.4,33.0,2.0,0.0,0
1,6,0.0,87.0,1.0,0.0,0
1,5,7.3,67.0,4.0,0.0,0
2,7,8.8,74.0,2.0,0.0,0
2,4,18.2,38.0,3.0,0.0,0
6,3,30.0,36.0,1.0,0.0,0
10,6,12.8,30.0,0.0,0.0,0
8,1,21.9,41.0,2.0,0.0,0
6,2,27.6,29.0,1.0,0.0,0
4,4,13.1,25.0,4.0,0.0,0
6,4,19.8,77.0,0.0,0.0,0
5,4,10.6,84.0,1.0,0.0,0
10,4,13.9,64.0,0.0,0.0,0
2,5,9.7,97.0,1.0,0.0,0
12,3,5.3,92.0,0.0,0.0,0
10,4,10.8,68.0,0.0,0.0,0
12,2,5.1,89.0,0.0,0.0,0
2,6,3.9,68.0,2.0,0.0,0
7,1,23.4,45.0,6.0,0.0,0
8,6,27.8,16.0,3.0,0.0,0
6,3,25.3,54.0,4.0,0.0,0
7,7,31.1,28.0,4.0,0.0,0
9,4,12.8,85.0,0.0,0.0,0
10,4,15.2,60.0,0.0,0.0,0
12,4,2.7,79.0,1.0,0.0,0
11,4,12.3,37.0,2.0,0.0,0
11,5,4.6,78.0,4.0,0.0,0
9,4,15.7,59.0,2.0,0.0,0
9,4,28.7,34.0,2.0,0.0,0
11,1,6.5,98.0,1.0,12.0,0
1,2,7.6,60.0,1.0,0.0,0
